N,P,K,ph,Soiltype,temperature,humidity,rainfall,QV2M-W,QV2M-Sp,QV2M-Su,QV2M-Au,T2M_MAX-W,T2M_MAX-Sp,T2M_MAX-Su,T2M_MAX-Au,T2M_MIN-W,T2M_MIN-Sp,T2M_MIN-Su,T2M_MIN-Au,PRECTOTCORR-W,PRECTOTCORR-Sp,PRECTOTCORR-Su,PRECTOTCORR-Au,elevation,slope,aspect,latitude,longitude,label
118,88,51,6.201911642000001,Clay loam,25.44926208,79.49221962,100.6619171,0.6431,0.7164,0.9667,0.8826,20.5239,27.383,32.9697,27.1378,16.7065,22.2932,26.6074,22.0479,6.0297,20.9165,47.9593,18.184,185.0,0.546961,126.342876,13.98295,79.365557,banana
101,92,45,5.758054257,Clay loam,28.22776705,80.64303840000002,98.00403016,0.6475,0.747,0.9578,0.8973,23.2211,28.8756,37.5614,30.0335,18.9869,23.23,30.5044,24.388,11.1082,17.1517,47.764,17.0582,0.0,0.0,131.121562,10.287424,79.389204,banana
99,92,47,6.3239336470000005,Loamy,28.127950899999995,77.48247073,103.5045395,0.6303,0.6828,0.9213,0.8504,22.696,30.3337,37.1574,29.6549,18.4768,24.7081,30.1254,24.0293,8.4745,19.4514,52.2799,22.3657,365.0,0.0713,29.266577,14.466438,78.09092,banana
82,77,46,5.901100841,Loamy,28.9470467,82.1888998,95.83016448,0.6598,0.7476,0.9775,0.895,22.6816,30.7897,38.2554,30.3585,18.3396,25.0003,31.0186,24.5691,11.876,16.8677,45.3523,20.7473,0.0,0.0,24.427211,8.202177,76.581307,banana
90,86,55,5.644486582000001,Alluvial,27.96236771,84.15403614,97.55986676,0.6542,0.7528,1.004,0.9381,22.4276,28.6306,36.5795,28.2081,18.2333,23.0381,29.5889,22.6156,8.0994,20.4223,51.3803,18.4234,837.0,0.17107,35.133099,13.362033,76.79961,banana
95,88,52,6.235461772000001,Clay loam,28.00316034,78.90085998,94.68180316,0.6259,0.7102,0.9376,0.8598,22.0134,28.7878,35.9486,28.96,17.813,23.1872,28.9479,23.3594,12.554,19.9912,47.0445,18.2366,634.0,0.180367,34.621551,14.00148,76.643742,banana
104,73,46,6.28236237,Alluvial,29.1400919,80.1190228,90.45142867,0.6375,0.7086,0.9483,0.8779,23.2726,30.0982,37.9174,31.1346,18.9016,24.2702,30.6324,25.3066,11.202,21.943,41.7416,17.5829,1354.0,5.383159,139.786896,10.292924,77.002244,banana
102,73,52,6.356090905,Loamy,27.9122104,83.36307683,90.24211529,0.677,0.7516,1.0,0.9221,21.9013,30.4798,37.0374,29.4738,17.7144,24.8974,30.0593,23.8914,8.6652,20.172,43.9471,16.9033,157.0,0.318506,92.665517,14.715055,78.762379,banana
100,74,52,5.837258235,Clay loam,25.43480512,81.53977797,96.47800391,0.6647,0.7525,0.9919,0.9143,20.1131,27.1337,33.7341,26.4638,16.2979,22.0468,27.3754,21.3768,13.7877,18.0369,46.4463,17.3454,65.0,0.058617,48.808861,10.361125,79.014376,banana
94,89,48,5.653437902,Loamy,28.55980972,84.51602322,111.0843029,0.6914,0.7602,1.03,0.9207,21.8203,30.2039,37.6257,31.0713,17.5363,24.4919,30.4858,25.3593,13.502,21.3398,56.0193,22.1775,0.0,0.0,20.81879,8.258451,79.256105,banana
99,70,46,5.727469947,Clay loam,26.59580783,82.99556744,100.5123341,0.6531,0.7522,1.0074,0.9369,20.7577,28.1343,35.1392,28.7646,16.7683,22.8151,28.4903,23.4455,9.7451,24.4434,50.3884,21.1646,0.0,0.0,200.850869,8.81984,79.472141,banana
112,87,48,6.200111067999999,Loamy,27.19711623,77.39706290000002,99.46950465,0.6137,0.7036,0.9224,0.8616,20.9214,28.7852,35.6997,29.4845,16.8418,23.3458,28.9004,24.045,10.5108,20.8143,50.537,20.9633,305.0,0.546961,306.36549,13.91594,79.459366,banana
117,82,45,5.614471478,Alluvial,25.29391516,79.29122198,105.4220251,0.6306,0.7124,0.9467,0.8677,20.4337,26.1847,33.8024,27.5299,16.6397,21.1259,27.4789,22.4711,9.5257,20.2404,51.1056,21.3915,680.0,0.385526,45.990272,13.939302,78.245082,banana
96,86,51,6.257369799,Alluvial,29.90888522,76.98740841,91.99964712,0.6045,0.7085,0.9242,0.848,23.7789,31.7229,39.305,30.677,19.2926,25.7411,31.8278,24.6952,11.6709,17.0415,46.5276,15.547,0.0,0.0,32.661578,9.900764,79.137229,banana
113,85,45,6.037430836,Alluvial,27.94972463,76.63713353,109.0921631,0.5918,0.6843,0.9229,0.8698,22.1896,29.7565,37.3194,29.2641,17.9971,24.1665,30.332,23.6741,7.206,19.8427,56.2903,20.6094,568.0,0.032863,137.157177,14.390574,77.150555,banana
105,93,46,5.760457558,Clay loam,25.01018457,78.76260938,108.3690513,0.6295,0.712,0.9449,0.8769,20.5678,26.5021,32.3648,25.0254,16.8162,21.5001,26.1122,20.0233,7.5279,19.5712,54.884,20.6848,84.0,0.014936,337.507153,13.315949,79.705939,banana
85,89,51,6.1581644220000005,Clay loam,29.21144871,84.70189923,108.5501443,0.687,0.7667,1.0212,0.9378,22.3381,31.2801,38.2637,30.2457,17.9564,25.4378,30.9608,24.4034,10.8078,21.707,53.448,21.4211,3.0,0.010493,331.287103,11.100437,79.826808,banana
108,94,47,6.387431382999999,Clay loam,27.35911627,84.54625006,90.81250457,0.6873,0.7549,1.0236,0.9379,21.5621,28.7346,36.0838,28.4982,17.4582,23.2628,29.244,23.0263,8.8535,19.024,44.248,18.6669,408.0,0.180357,295.961053,15.806582,77.250616,banana
92,81,52,5.891413895,Alluvial,28.0106804,76.52808057,103.7040783,0.6253,0.6761,0.9299,0.8437,21.6053,29.8034,35.9917,29.2279,17.4037,24.2012,28.989,23.6258,6.9735,24.5124,51.6888,22.0046,907.0,0.104586,308.711601,12.416997,76.051861,banana
110,71,54,5.725418961,Clay loam,28.67208915,82.20793613,94.37987496,0.6495,0.734,0.998,0.9108,22.1271,29.252,37.1481,30.3602,17.8263,23.5176,29.9801,24.6258,10.7372,24.9573,46.018,21.1339,109.0,0.087926,269.846877,10.010729,78.482247,banana
82,75,55,6.281069505,Loamy,27.34585147,78.48738349999998,92.15524332,0.6478,0.7088,0.9435,0.855,21.4347,28.8303,35.7485,29.9336,17.3329,23.3611,28.912,24.4644,8.0369,16.1871,45.2134,20.7899,138.0,0.245073,112.016703,14.247399,79.480472,banana
117,81,53,5.507641777999999,Clay loam,29.50704598,78.20585613,98.12565829,0.6255,0.6987,0.9236,0.8681,23.665,30.5983,38.2263,31.2916,19.239,24.6969,30.8495,25.3902,8.0821,16.0536,51.7546,20.8028,53.0,0.0,17.17713,14.639868,79.645946,banana
2,40,27,5.954626604,Alluvial,29.73770045,47.54885174,90.09586854,0.395,0.4354,0.5709,0.5322,23.5019,31.2779,40.579,31.853,19.0413,25.3304,33.1446,25.9055,7.7881,15.3768,45.3319,18.0953,598.0,0.241282,261.475922,23.455549,81.885794,mango
39,24,31,4.757114897,Alluvial,33.55695561,53.72979826,98.67527561,0.4148,0.488,0.6309,0.6,26.4912,35.4934,43.9833,35.9528,21.4576,28.782,35.594,29.2415,8.7546,22.1774,51.4511,19.4078,381.0,0.436341,272.951155,24.061292,81.279691,mango
21,26,27,5.6995869720000005,Loamy,27.00315545,47.67525434,95.85118326,0.4157,0.4232,0.5738,0.5375,21.7872,27.6974,34.6392,29.1209,17.7367,22.2968,27.8885,23.7202,9.8154,20.4212,48.6863,20.8994,281.0,0.037849,169.130019,22.240644,82.65688,mango
25,22,25,5.977413802999999,Sandy loam,33.56150184,45.53556603,95.70525913,0.3735,0.3925,0.5263,0.5271,25.3483,35.3675,43.4661,34.8407,20.3141,28.6552,35.0757,28.1284,10.9816,17.5875,47.8468,18.8035,140.0,0.008436,216.763361,26.571478,79.765066,mango
0,21,32,6.430139436,Sandy loam,35.89855625,54.25964196,92.19721736,0.4184,0.4793,0.6488,0.6017,28.917,37.7419,47.0079,37.8826,23.5322,30.5622,38.0332,30.7029,8.1595,17.595,49.8088,19.5188,31.0,0.016619,225.132552,17.129111,82.095953,mango
20,19,35,6.113935087000001,Loamy,34.17719782,50.62161586,98.00687989,0.4041,0.4672,0.6151,0.5521,27.2209,35.9695,44.7374,35.903,22.0943,29.134,36.1931,29.0676,9.1592,21.8539,48.6143,19.2381,341.0,0.124881,205.715158,17.243719,79.042771,mango
19,21,34,5.074272692,Loamy,30.01592643,53.19212381,97.72843182,0.4265,0.4756,0.6385,0.5863,24.3082,30.7931,38.9813,31.5567,19.8058,24.7899,31.4774,25.5535,10.0434,19.0631,48.0059,17.6342,310.0,0.139171,115.688365,21.166162,80.263189,mango
18,17,31,5.667507706,Alluvial,31.74592134,45.16127859,93.75441586,0.3621,0.3998,0.5511,0.5112,24.8006,33.4616,42.5203,33.696,20.0387,27.1124,34.5838,27.3468,11.744,19.5489,47.9723,20.9021,682.0,0.165798,155.118126,20.142094,81.339592,mango
11,36,33,5.978634285,Sandy loam,35.99009679,52.22780489,95.3713484,0.4285,0.4716,0.635,0.5697,28.6256,37.0385,46.965,37.5222,23.2271,29.8404,37.9675,30.3242,7.3738,19.2116,43.9599,15.8017,7.0,0.0,180.646139,16.560798,81.503916,mango
30,28,30,5.064613314,Loamy,31.86641378,52.19331595,98.46768642,0.404,0.4762,0.6292,0.5727,25.8422,33.9137,42.1659,33.6617,21.0622,27.5404,34.1993,27.2884,8.6701,17.4772,53.8999,17.9805,291.0,0.691159,206.848736,18.060194,79.983377,mango
18,19,27,4.772385986000001,Sandy loam,27.75518664,52.34605806,94.11213345,0.4105,0.4768,0.6409,0.5675,21.4851,29.1519,35.2495,29.3605,17.3218,23.6009,28.3107,23.8094,12.1534,21.8509,47.1669,17.3122,425.0,0.245639,336.159776,23.516272,78.928834,mango
23,23,27,5.161148592,Loamy,34.72413192,51.4271781,97.31258083,0.4353,0.4609,0.6122,0.5601,27.5897,37.0931,45.185,36.0979,22.3811,30.1483,36.504,29.1531,11.7379,18.2621,44.5507,19.1118,110.0,0.222483,102.283555,16.844441,79.93578,mango
37,30,34,6.797779227,Alluvial,27.53907547,53.63549533,99.35408185,0.4327,0.4631,0.6483,0.5976,21.7529,28.6253,35.6588,29.3853,17.622,23.1175,28.774,23.8775,9.9056,18.7202,51.4956,19.6038,0.0,0.0,354.521833,15.610265,83.594291,mango
11,27,30,6.39474303,Loamy,27.69637763,48.56224879999999,89.85646496,0.381,0.4353,0.5741,0.5307,21.5499,29.5771,35.9382,29.6149,17.3955,24.0378,29.0142,24.0757,5.9706,15.4786,45.0143,13.4662,354.0,0.392184,264.266432,22.387304,81.971341,mango
12,19,31,5.566704378,Loamy,27.25373364,52.66319725,91.87312479,0.4197,0.4761,0.6361,0.5931,21.3677,28.3027,35.7581,28.3731,17.2797,22.8519,28.9447,22.9224,8.7375,18.5069,45.0769,19.4933,310.0,0.006256,102.975062,20.886611,81.436062,mango
3,28,33,5.755049971,Loamy,30.33723921,48.88704844,94.42850522,0.4034,0.4242,0.6034,0.5415,24.304,32.3183,39.7263,31.5389,19.7535,26.2508,32.142,25.4714,10.4947,19.294,49.0695,19.2211,605.0,0.804343,27.684314,19.297027,82.704189,mango
37,38,32,5.417340525,Loamy,31.85744939,45.53106268,91.55845821,0.3541,0.4126,0.5581,0.5003,25.3149,33.3362,41.5204,32.9614,20.5363,26.9648,33.556,26.59,9.8759,16.8629,43.6761,16.7679,135.0,0.195142,69.300247,18.814308,79.319772,mango
26,37,30,6.166173833999999,Loamy,35.39986338,49.45962621,97.41054011,0.3967,0.4657,0.5977,0.5428,27.4349,36.6659,46.089,37.6671,22.1249,29.5859,37.2391,30.5871,6.7309,20.4011,49.8399,21.4351,594.0,0.028346,77.018262,17.206429,78.409059,mango
14,18,30,5.191265116,Sandy loam,29.80747243,52.13797867,95.74606104,0.4065,0.4601,0.6229,0.5635,22.4542,31.4627,38.8104,31.7523,17.983,25.5012,31.3585,25.7908,9.9023,19.6681,49.9226,17.0347,375.0,0.139171,295.77208,21.061684,80.495587,mango
40,16,35,4.954739564,Alluvial,34.16438906,54.16482251,98.33351125,0.4331,0.491,0.6617,0.6052,26.6989,36.3929,44.2075,36.2896,21.5742,29.5601,35.6664,29.4568,8.5176,20.4789,43.5264,18.8019,408.0,0.283055,348.686072,21.444431,78.551673,mango
4,20,25,5.664587011,Alluvial,28.93270187,47.94053996,99.9834242,0.3829,0.4633,0.5662,0.5356,23.421,30.5491,38.3247,29.9728,19.0811,24.7626,31.0916,24.1862,10.1232,22.6856,50.2789,20.2776,308.0,0.206468,281.353132,17.654377,79.280123,mango
36,25,33,5.548584852,Loamy,27.98392787,53.33018851,99.61465679,0.4275,0.4714,0.6394,0.5936,21.4751,29.4587,37.1041,29.4848,17.2775,23.8619,30.1082,23.888,8.2626,19.9779,49.0256,17.7086,241.0,0.168406,256.155636,18.982602,80.164787,mango
30,17,31,6.804437106,Loamy,31.20478173,54.49960506,94.62954663,0.4492,0.4969,0.6338,0.5844,24.7041,32.7939,41.3331,33.2674,20.0234,26.5529,33.5319,27.0265,10.6103,19.8309,44.2079,19.729,200.0,0.463885,296.737345,17.621343,82.515934,mango
28,37,28,6.097869767000001,Sandy loam,32.13409675,50.52559148,98.63333684,0.3942,0.4758,0.6098,0.5614,25.1296,33.8413,42.8961,34.1404,20.3095,27.4145,34.8625,27.7136,10.5626,18.477,47.9946,19.7984,155.0,0.001533,233.700773,21.365987,83.979786,mango
38,15,30,5.075504537,Loamy,28.91862016,48.13974548,97.01331604,0.3791,0.431,0.5803,0.5307,22.9066,30.7443,38.0956,31.0077,18.5688,24.9605,30.8659,25.224,8.0498,19.2425,45.648,18.9974,100.0,0.025566,19.79255,24.884261,83.886799,mango
12,37,30,4.546466109,Loamy,31.09779147,47.41196659,90.28624348,0.3817,0.4339,0.5673,0.5192,24.7049,32.9217,41.2577,33.4866,20.0403,26.7021,33.4832,27.267,10.5627,20.7592,42.8973,17.111,0.0,0.0,14.581192,15.105644,82.013631,mango
38,19,31,5.855119267999999,Sandy loam,34.73823882,49.08864345,90.65022183,0.3961,0.4463,0.5834,0.5528,26.488,35.7176,46.9391,36.0378,21.2773,28.7699,38.2545,29.0901,9.3628,17.1337,44.4547,17.3845,168.0,0.127458,252.528116,20.348007,83.426979,mango
8,33,29,6.442393461,Loamy,29.98080499,49.48613279,91.82271568,0.403,0.4632,0.6025,0.5487,23.2474,31.7924,39.6688,32.0848,18.7503,25.7962,32.1736,26.0886,6.4216,19.4978,49.3308,20.1723,527.0,0.392184,84.173336,22.364413,81.72679,mango
15,27,28,4.507523551,Sandy loam,33.80398664,46.12866113,90.82549241,0.3768,0.3843,0.5647,0.4966,26.1777,35.3107,44.0458,36.0562,21.1071,28.5499,35.5948,29.2954,7.0714,18.968,46.1931,20.2419,100.0,0.014221,111.008095,26.506762,82.095308,mango
34,16,25,6.10729559,Alluvial,30.07202564,50.96040505,92.09609766,0.4153,0.4534,0.6073,0.567,24.7346,31.6604,38.7165,31.2238,20.2238,25.646,31.1985,25.2094,10.7903,19.9416,42.5059,19.43,112.0,0.132258,16.84652,18.851244,83.495595,mango
11,36,31,6.47544932,Loamy,27.92063282,51.77965917,100.2585673,0.4159,0.4592,0.6128,0.5666,22.013,29.1304,36.9456,28.2731,17.8249,23.5463,29.9655,22.689,6.2541,18.7336,48.9199,17.876,121.0,0.004715,273.242312,26.339852,80.315256,mango
33,29,34,6.832979508999999,Alluvial,31.40948821,49.21729127,92.99739415,0.3842,0.4597,0.578,0.5117,24.7746,32.9076,40.3051,32.515,20.0632,26.6257,32.4528,26.2331,9.5088,19.5939,46.6091,21.2986,313.0,0.167805,146.818579,21.482848,79.696974,mango
12,31,26,5.395275719,Loamy,35.7877738,51.94190321,100.2160615,0.4207,0.4604,0.6385,0.5718,28.543,37.791,46.5112,38.1933,23.1748,30.6334,37.5642,31.0357,8.807,20.4529,46.9676,19.0643,83.0,0.0,5.332413,25.936031,82.932654,mango
12,34,28,6.13526938,Loamy,33.36140093,45.02236377,98.81596545,0.3675,0.3963,0.5537,0.5022,26.3556,35.186,44.6952,35.4273,21.3514,28.5138,36.3549,28.755,12.6151,19.8745,51.2255,22.0807,248.0,0.804343,207.721749,19.499497,82.8169,mango
5,16,31,4.555688532,Loamy,35.96054636,48.69677802,98.00644238,0.376,0.4277,0.5857,0.5172,28.0906,37.3498,48.4409,37.1474,22.6965,30.1577,39.4507,29.9553,9.9387,18.1607,49.727,17.9632,386.0,0.003025,310.099718,20.346683,78.26311,mango
1,30,29,6.4341977560000005,Alluvial,28.33333307,51.39586505,91.67241761,0.4145,0.4566,0.6308,0.5579,23.0316,30.1193,36.8711,28.8555,18.7816,24.4526,29.7878,23.1888,10.3644,21.1104,46.7208,14.7646,160.0,0.00633,336.802559,25.779379,79.155074,mango
16,35,31,5.316875978000001,Loamy,32.27652024,50.19368841,95.99487068,0.4013,0.4464,0.6034,0.537,25.9994,34.0782,43.2019,33.6906,21.1579,27.6229,35.1328,27.2353,5.1428,16.2314,47.4106,16.5899,154.0,0.001533,53.595401,21.166736,83.689271,mango
35,18,26,5.279388967,Sandy loam,31.99490489,50.84881347,97.38741498,0.4021,0.4445,0.6277,0.5641,25.8384,32.5725,42.1822,33.4793,21.0392,26.1735,34.1834,27.0803,9.7829,20.6971,51.3796,18.8443,0.0,0.0,280.704946,17.008738,83.737657,mango
4,40,26,6.720041791,Alluvial,27.58258929,48.56916221,95.8445641,0.4,0.4516,0.5609,0.5518,22.7487,29.0619,36.9815,28.704,18.6113,23.5454,30.0858,23.1875,9.9238,20.3281,48.8447,22.2617,494.0,0.392569,97.441492,21.455698,78.043984,mango
9,29,34,5.72742254,Sandy loam,29.38471637,45.88744691,100.8124659,0.3825,0.4377,0.5593,0.5189,23.1569,30.8912,38.4602,30.8966,18.7492,25.0142,31.114,25.0197,13.6475,20.0998,49.6987,20.2009,0.0,0.0,290.631124,15.785662,82.022011,mango
2,38,33,4.691396195,Sandy loam,32.38697531,53.2328243,90.21633216,0.4295,0.4861,0.6497,0.6052,24.6572,34.439,42.9617,34.4083,19.7992,27.9616,34.8649,27.9309,7.629,20.9861,43.77,16.666,283.0,0.097544,145.095574,24.282987,83.189705,mango
26,32,32,6.810186079,Loamy,30.91471455,49.92963856,90.14047759,0.3939,0.4565,0.6035,0.5399,25.2452,32.6086,40.0947,31.716,20.608,26.4256,32.366,25.533,7.3101,19.8516,43.6991,16.5263,282.0,0.322325,346.195459,20.090513,78.623561,mango
34,38,31,6.454045329,Loamy,35.37775595,45.58110023,97.41586402,0.3762,0.3985,0.5365,0.4982,28.1208,37.3226,46.1219,36.8532,22.8141,30.2471,37.2775,29.7776,6.7952,20.7413,50.3073,15.0432,252.0,0.047896,264.225524,21.453051,82.216457,mango
5,32,33,5.842763773,Alluvial,32.32362177,52.58967710000001,93.36718816,0.4289,0.4854,0.6542,0.5841,25.9281,33.176,42.1981,34.3109,21.0796,26.7113,34.1172,27.8462,9.3476,17.3409,45.2763,19.4538,85.0,0.019311,321.365435,26.714687,82.65124,mango
31,29,26,5.024124683999999,Alluvial,28.22373428,47.40519056,97.76832322,0.383,0.4418,0.5771,0.5205,22.3672,29.609,37.5544,30.1934,18.1336,23.9642,30.4984,24.5487,10.3207,16.9283,50.281,15.8157,566.0,0.17395,311.678678,22.758734,83.638507,mango
34,34,35,6.422710539,Sandy loam,27.27433181,47.16808054,95.257992,0.3674,0.4197,0.573,0.5168,21.4424,28.0168,34.6088,28.9412,17.3512,22.562,27.7902,23.4863,8.0621,17.8584,52.0696,18.9421,490.0,0.344663,108.491448,23.96269,78.922527,mango
36,19,32,4.94295037,Loamy,27.10710832,50.70880979,92.37238878,0.4066,0.4732,0.6075,0.5542,21.1364,28.0419,35.9372,28.6329,17.0703,22.6205,29.1605,23.2115,9.1632,15.5002,49.9879,17.9791,223.0,0.015045,199.149742,20.510703,79.990292,mango
7,17,26,6.414526606,Sandy loam,34.89226666,48.75613373,91.63074547,0.3786,0.4296,0.5653,0.5347,27.4976,35.7444,45.9462,36.9186,22.2638,28.766,37.2231,29.9401,7.6293,18.514,45.5409,17.0586,275.0,0.54803,325.579974,16.050251,78.325608,mango
38,15,27,6.777788126,Loamy,33.7462686,48.50387598,92.26439205,0.3826,0.4596,0.5815,0.5098,26.3691,35.5205,44.1329,35.9827,21.3072,28.7712,35.6963,29.2334,7.953,16.9655,44.7575,17.3908,318.0,0.112251,300.201993,24.530577,81.348505,mango
5,19,25,6.441328044,Sandy loam,27.351105600000004,54.43945147,96.27792547,0.4326,0.499,0.6578,0.6137,21.9482,28.939,35.4977,29.0913,17.8455,23.4688,28.6599,23.621,7.9861,19.6769,47.3349,14.0444,554.0,0.148106,54.18244,21.899548,79.365874,mango
37,36,26,4.650536197,Loamy,32.89300162,52.61323969,94.49161372,0.4035,0.481,0.6221,0.5982,25.9588,34.3036,42.7705,35.0156,21.0248,27.725,34.5473,28.437,14.3327,18.8277,50.4172,19.0092,331.0,0.39846,105.042768,18.103776,80.328196,mango
21,31,32,5.254532213,Alluvial,35.38598705,51.42664176,90.29643888,0.4087,0.4637,0.6188,0.5653,28.0104,36.6343,46.6651,37.9929,22.7025,29.5571,37.8186,30.9157,8.4555,16.4808,45.7236,19.5727,681.0,0.59635,209.09657,22.562607,80.59815,mango
37,36,27,5.910634533,Alluvial,27.552973600000005,47.90859131,90.40332704,0.3963,0.4335,0.5776,0.5149,22.7237,28.7773,36.4127,29.4442,18.5908,23.2667,29.5245,23.9336,11.3467,15.4441,45.2484,21.3504,0.0,0.0,194.588031,15.202692,82.039792,mango
23,23,30,4.755273631000001,Loamy,32.82141065,47.45553843,90.89173106,0.3789,0.4423,0.5696,0.5217,26.2977,34.7028,43.1501,34.278,21.3745,28.1385,34.9448,27.7138,8.7917,18.3816,49.0099,21.1052,284.0,0.010528,285.303408,21.418012,81.848536,mango
36,26,26,6.814630246,Sandy loam,30.17294105,51.0845903,95.23444287,0.42,0.4746,0.6156,0.5631,23.8347,31.5789,39.5263,31.4747,19.3088,25.5444,31.9831,25.4401,7.7009,17.6942,45.6389,19.1403,317.0,0.085197,202.318495,22.420192,82.535764,mango
24,33,35,5.342866119,Alluvial,29.26382931,54.82257868,100.7586226,0.454,0.5001,0.6608,0.5938,23.6854,30.7827,38.768,31.0639,19.2959,24.9299,31.4521,25.2111,8.3637,23.1844,51.7124,20.5373,263.0,0.076381,12.20149,22.027296,82.205292,mango
26,18,30,6.336234623999999,Loamy,32.06097197,51.08494181,96.59816497,0.4066,0.4366,0.6079,0.5696,25.9776,33.5428,42.2309,33.2237,21.1685,27.1306,34.2157,26.8115,9.9187,19.3608,45.9898,23.2647,0.0,0.0,174.514778,15.871073,83.568287,mango
22,17,26,4.754435025,Loamy,28.69818144,47.71875722,99.642454,0.3683,0.4236,0.5822,0.5295,23.291,29.8015,38.0194,30.0926,18.9863,24.0619,30.8449,24.3529,11.6735,19.0045,49.6252,21.0645,0.0,0.0,254.96549,16.273627,82.721351,mango
11,34,32,6.831706773,Sandy loam,29.14305008,49.40983294,97.55155537,0.3824,0.4442,0.5849,0.5422,23.5383,30.0662,38.2269,29.553,19.1668,24.2376,30.9411,23.7244,9.7952,19.058,45.8012,18.6483,481.0,0.085708,220.321926,18.616209,78.519031,mango
29,35,28,6.9674177660000005,Loamy,28.347161100000005,53.53903102,90.40260445,0.4415,0.4981,0.6385,0.5967,21.9854,30.4729,37.2518,29.0422,17.7333,24.8035,30.165,23.3728,7.3214,14.1787,39.3777,22.1189,534.0,0.36152,230.728486,24.183291,80.626057,mango
22,28,26,4.947683034,Alluvial,27.67256197,45.41692012,92.84991507,0.3666,0.4302,0.524,0.5014,22.2435,29.8975,35.3202,29.0327,18.0926,24.363,28.4021,23.4981,9.2423,17.3963,49.0687,14.9887,642.0,0.040594,282.760097,19.741359,81.964339,mango
23,24,32,5.630619901,Alluvial,28.1218093,46.16888595,93.30247448,0.3664,0.4051,0.5565,0.4783,21.7693,29.3286,37.514,29.0785,17.5511,23.7042,30.4836,23.4541,9.7459,17.0914,47.8756,17.6143,349.0,0.153672,149.196523,20.687852,81.200807,mango
1,35,34,6.27339822,Sandy loam,30.79375683,46.69536813,92.21318555,0.3771,0.4476,0.5638,0.5079,23.8168,32.681,40.1019,33.2482,19.1977,26.5223,32.4034,27.0895,15.7928,19.5802,49.6679,18.949,33.0,0.015233,301.567052,16.636578,80.345955,mango
2,24,34,6.472774648,Sandy loam,28.89409382,54.80750249,94.76322976,0.4467,0.4866,0.6585,0.6128,22.0395,30.3587,38.1322,30.2519,17.7054,24.5799,30.9087,24.4731,12.583,19.6729,47.739,20.4251,301.0,0.112251,120.171181,24.569815,81.274347,mango
39,37,25,6.953246506,Alluvial,33.33024826,45.61143594,98.28583013,0.3548,0.412,0.544,0.4986,25.756,35.3652,43.8767,35.1633,20.7565,28.6991,35.5441,28.4972,9.3198,18.3709,50.9039,20.1202,150.0,0.026406,82.03715,26.521611,78.864453,mango
15,36,27,5.6437102160000014,Sandy loam,27.78912455,53.96886679,91.01152997,0.4261,0.49,0.6587,0.5807,22.5415,29.1434,36.5284,28.5139,18.3731,23.5855,29.5811,22.9561,9.9065,16.8932,43.6318,15.861,671.0,0.022613,216.601785,23.127469,83.485013,mango
3,18,31,6.392313972999999,Alluvial,31.65333432,48.20662669,91.09745581,0.3716,0.438,0.5796,0.5526,25.2247,33.5451,41.6405,33.1306,20.4767,27.2145,33.7271,26.7999,8.514,17.4484,45.1002,19.8381,224.0,0.020227,0.719536,24.540205,82.375947,mango
8,38,32,4.981816523,Loamy,29.75150773,46.73723302,91.405983,0.3689,0.4125,0.58,0.5107,24.6696,30.573,38.7878,30.7123,20.2069,24.6227,31.35,24.762,8.9707,22.085,43.2163,18.1537,280.0,0.132258,196.91257,19.477566,83.696791,mango
33,31,34,5.421265282999999,Sandy loam,31.32995611,50.22287593,89.78216168,0.4063,0.4488,0.613,0.549,25.1339,32.8298,40.6766,33.7051,20.4344,26.5638,32.8441,27.4391,8.1456,16.1271,41.2348,16.4114,288.0,0.007636,131.507448,21.64229,81.330418,mango
