Soilcolor,Ph,K,P,N,Zn,S,QV2M-W,QV2M-Sp,QV2M-Su,QV2M-Au,T2M_MAX-W,T2M_MAX-Sp,T2M_MAX-Su,T2M_MAX-Au,T2M_MIN-W,T2M_MIN-Sp,T2M_MIN-Su,T2M_MIN-Au,PRECTOTCORR-W,PRECTOTCORR-Sp,PRECTOTCORR-Su,PRECTOTCORR-Au,WD10M,GWETTOP,CLOUD_AMT,WS2M_RANGE,PS,label,longitude,latitude,elevation,slope,aspect 
black,6.2,406.0,1.0,0.1007,0.8,4.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Pea,37.394444444444446,8.941666666666665,-32767,0.0,180.0
black,6.5,390.0,1.0,0.129,0.8,4.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Pea,39.25833333333333,9.677777777777775,2630,89.97005592747166,-131.18592516570965
black,6.0,301.0,2.0,0.1138,1.1,4.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Pea,39.81388888888888,8.866666666666665,1032,89.92279855951995,-14.03624346792648
black,6.3,297.0,12.0,0.0798,5.8,8.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Pea,39.52777777777778,9.516666666666666,2883,89.98735829966701,-6.84277341263094
black,6.6,245.0,29.0,0.0442,1.5,3.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Pea,37.67222222222222,8.416666666666666,-32767,0.0,180.0
red,5.6,503.0,1.0,0.112,1.4,10.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Pea,39.38333333333333,8.419444444444443,1401,89.99407891624408,-18.43494882292201
black,6.4,338.0,5.0,0.144,2.5,8.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Pea,39.50833333333333,9.580555555555554,2807,89.99403541635616,-102.9946167919165
red,5.4,448.0,12.0,0.1695,1.5,6.0,7.933333333,8.403333333,11.41333333,10.15,24.85,28.5,23.53333333,21.64666667,6.253333333,9.81,10.58666667,8.38,1.763333333,3.246666667,13.01333333,3.463333333,88.38,0.74,59.11,6.26,76.54,Pea,37.11944444444444,9.805555555555554,2561,89.9930818544286,-91.24536426676836
black,6.0,133.0,8.0,0.179883668,2.9,13.0,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Pea,39.93611111111111,8.094444444444443,2618,89.99155590549542,-68.19859051364818
black,7.7,435.0,6.0,0.1058,1.1,7.0,7.933333333,8.403333333,11.41333333,10.15,24.85,28.5,23.53333333,21.64666667,6.253333333,9.81,10.58666667,8.38,1.763333333,3.246666667,13.01333333,3.463333333,88.38,0.74,59.11,6.26,76.54,Pea,38.0,8.744444444444444,2721,89.99999103023967,-179.99515632941277
black,7.1,507.0,1.0,0.0837,0.7,3.0,7.933333333,8.403333333,11.41333333,10.15,24.85,28.5,23.53333333,21.64666667,6.253333333,9.81,10.58666667,8.38,1.763333333,3.246666667,13.01333333,3.463333333,88.38,0.74,59.11,6.26,76.54,Pea,39.30277777777778,9.808333333333332,2678,89.96644719576582,161.565051177078
black,6.0,384.0,2.0,0.133,0.9,7.0,7.933333333,8.403333333,11.41333333,10.15,24.85,28.5,23.53333333,21.64666667,6.253333333,9.81,10.58666667,8.38,1.763333333,3.246666667,13.01333333,3.463333333,88.38,0.74,59.11,6.26,76.54,Pea,38.87222222222222,9.67222222222222,2595,89.98029711345664,-111.80140948635182
dark reddish brown,7.09,165.0,0.72,0.09,1.23,8.32,7.933333333,8.403333333,11.41333333,10.15,24.85,28.5,23.53333333,21.64666667,6.253333333,9.81,10.58666667,8.38,1.763333333,3.246666667,13.01333333,3.463333333,88.38,0.74,59.11,6.26,76.54,Pea,38.638888888888886,8.663888888888888,1903,89.98966722395755,-144.24611274556327
dark reddish brown,6.4,202.0,1.42,0.13,1.53,6.89,7.933333333,8.403333333,11.41333333,10.15,24.85,28.5,23.53333333,21.64666667,6.253333333,9.81,10.58666667,8.38,1.763333333,3.246666667,13.01333333,3.463333333,88.38,0.74,59.11,6.26,76.54,Pea,39.46666666666666,9.583333333333332,2805,89.98231611799575,90.0
brown,6.38,188.0,3.0,0.12,1.5,6.0,7.933333333,8.403333333,11.41333333,10.15,24.85,28.5,23.53333333,21.64666667,6.253333333,9.81,10.58666667,8.38,1.763333333,3.246666667,13.01333333,3.463333333,88.38,0.74,59.11,6.26,76.54,Pea,39.3,9.569444444444445,2737,89.98834584720902,-113.74949449286676
other,6.5,139.0,9.0,0.076,0.9,4.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,38.70833333333333,9.163888888888888,2594,89.95498419345466,171.86989764584402
brown,5.0,183.0,4.0,0.1666,1.0,8.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,38.00833333333333,9.33611111111111,1857,89.99367914975657,96.84277341263096
red,5.3,124.0,2.0,0.2164,0.9,12.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,37.54722222222222,9.66111111111111,2359,89.98866067996175,94.08561677997488
black,5.9,191.0,4.0,0.1304,1.0,4.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,39.74166666666667,9.483333333333333,1892,89.99794958577654,21.93848046770647
black,6.8,287.0,2.0,0.052,1.2,4.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Pea,38.59722222222222,8.458333333333332,2438,89.99350928432857,69.71744091108339
brown,6.08,224.0,4.58,0.1,2.06,12.6,8.383333333,9.543333333,13.49,12.63666667,29.17333333,33.1,26.3,25.15333333,8.533333333,13.18333333,13.02666667,11.33666667,0.413333333,4.41,16.62,5.43,0.06,0.7,48.62,6.21,81.38,Pea,37.62222222222222,9.541666666666666,1194,89.99583186891404,135.0
brown,6.2,680.0,9.0,0.18,3.2,13.0,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Potato,38.59166666666666,8.708333333333332,2005,89.98548631878438,65.77225468204583
brown,5.04,154.0,3.0,0.1639,0.8,23.0,9.723333333,10.70333333,13.77333333,12.65666667,28.04,32.58,25.64333333,25.47333333,8.783333333,12.89,14.08666667,11.01,2.78,5.403333333,19.36333333,6.98,343.44,0.73,59.11,5.19,82.6,Potato,37.19444444444444,9.925,2202,89.99907708346359,25.227649467428588
red,5.67,1007.0,21.0,0.17,3.7,11.0,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Potato,38.45555555555556,8.766666666666666,2082,89.98676005440983,45.0
red,6.9,959.0,22.0,0.1965,3.2,9.0,7.933333333,8.403333333,11.41333333,10.15,24.85,28.5,23.53333333,21.64666667,6.253333333,9.81,10.58666667,8.38,1.763333333,3.246666667,13.01333333,3.463333333,88.38,0.74,59.11,6.26,76.54,Potato,39.391666666666666,8.883333333333333,1824,89.97659739303352,107.10272896905236
brown,5.37,357.0,5.0,0.1639,2.4,10.0,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Potato,38.61111111111111,9.630555555555556,2586,89.9897796856075,-174.47245984834385
red,5.4,799.94,20.23,0.1255,3.61,6.03,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Potato,37.475,9.169444444444444,2568,89.99453540228527,55.4914770123316
red,5.4,429.0,11.0,0.1255,1.7,13.0,9.723333333,10.70333333,13.77333333,12.65666667,28.04,32.58,25.64333333,25.47333333,8.783333333,12.89,14.08666667,11.01,2.78,5.403333333,19.36333333,6.98,343.44,0.73,59.11,5.19,82.6,Potato,39.48888888888889,9.325,2955,89.99070206902793,-6.7098368077569335
brown,5.3,257.0,8.0,0.2884,2.8,11.0,7.933333333,8.403333333,11.41333333,10.15,24.85,28.5,23.53333333,21.64666667,6.253333333,9.81,10.58666667,8.38,1.763333333,3.246666667,13.01333333,3.463333333,88.38,0.74,59.11,6.26,76.54,Potato,39.15277777777778,9.41111111111111,2684,89.97910193307733,66.80140948635182
black,5.4,449.0,18.0,0.1255,2.5,6.0,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Potato,38.17777777777778,9.405555555555557,2421,89.99859964127457,158.85390582059233
brown,5.8,384.0,10.0,0.2656,2.9,7.0,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Potato,38.54444444444445,8.419444444444443,2613,89.98880882051674,10.124671655397815
brown,5.8,700.0,47.0,0.2451,4.3,5.0,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Potato,39.74166666666667,9.59722222222222,2640,89.99841013890045,-6.308589002554871
brown,5.6,213.45,4.37,0.372455231,2.88,8.33,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Potato,38.227777777777774,8.130555555555555,3293,89.97986831598666,161.565051177078
brown,5.8,334.0,3.0,0.250293402,1.7,9.0,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Potato,38.59166666666666,8.438888888888888,2367,89.99704214352943,-52.171712165387085
brown,5.8,281.0,18.0,0.250293402,2.2,9.0,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Potato,39.638888888888886,8.874999999999998,1230,89.99711056889933,-176.8778695378843
brown,5.8,355.8,6.68,0.250293402,1.22,16.26,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Potato,37.54166666666666,9.644444444444444,2360,89.98880189742347,50.71059313749964
other,5.3,213.0,9.0,0.2279,1.3,21.0,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Potato,37.38611111111111,8.7,-32767,0.0,180.0
brown,5.3,468.0,83.0,0.2279,3.5,15.0,7.933333333,8.403333333,11.41333333,10.15,24.85,28.5,23.53333333,21.64666667,6.253333333,9.81,10.58666667,8.38,1.763333333,3.246666667,13.01333333,3.463333333,88.38,0.74,59.11,6.26,76.54,Potato,39.05555555555555,8.188888888888888,1731,89.96816901465641,180.0
brown,5.8,503.0,11.0,0.250293402,2.0,11.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,38.80833333333333,9.163888888888888,2748,89.9973549380054,-137.6942842898561
brown,5.8,275.0,5.0,0.250293402,1.1,14.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,37.28888888888888,8.463888888888889,-32767,0.0,180.0
black,5.8,761.47,45.7,0.250293402,3.65,8.12,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,39.68333333333333,8.016666666666666,2526,89.96274465100767,69.44395478041653
brown,5.3,446.0,22.0,0.2279,1.3,19.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,39.83055555555556,9.349999999999998,1276,89.9963002226755,19.69862137458028
brown,5.3,514.0,21.0,0.2279,1.4,22.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,39.65555555555555,9.275,1928,89.99643158424873,86.14319901441017
red,5.8,476.31,8.57,0.250293402,2.69,12.58,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,38.77222222222222,9.033333333333331,2437,89.99432493595906,-78.69006752597979
brown,5.3,495.0,34.0,0.2279,1.6,18.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,39.17222222222222,8.680555555555554,2002,89.98566404402564,125.8376529542783
brown,5.3,304.0,6.0,0.2279,1.2,15.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,37.86944444444444,8.255555555555555,-32767,0.0,180.0
brown,5.3,715.0,31.0,0.2279,2.5,13.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,38.513888888888886,8.894444444444442,2075,89.95498419345466,-45.0
black,5.8,183.0,67.0,0.250293402,0.9,7.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,39.18888888888888,9.705555555555554,2604,89.9832235964446,-108.43494882292202
brown,6.08,792.0,14.0,0.2289,3.1,13.0,8.566666667,9.663333333,12.73666667,11.78,25.88333333,30.05666667,23.65,22.84666667,6.626666667,10.35,11.17333333,9.1,1.343333333,5.66,19.92,7.42,14.25,0.8,59.11,6.06,78.58,Potato,37.0,8.588888888888889,-32767,0.0,180.0
brown,5.4,204.0,4.0,0.1333,0.9,15.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,39.58333333333333,8.263888888888888,2498,89.99175374063883,106.55707137563664
brown,5.4,602.0,43.0,0.1333,4.1,10.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,39.019444444444446,8.455555555555554,1605,89.68169338854864,-90.0
brown,5.8,299.0,33.0,0.250293402,3.1,9.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,39.452777777777776,8.758333333333333,1537,89.99213989766207,20.22485943116808
black,7.02,271.0,1.0,0.134622792,2.0,11.0,7.586666667,8.136666667,11.43,10.15,26.32666667,28.97,24.37666667,22.67333333,7.513333333,11.38333333,11.81,10.08666667,0.91,2.266666667,11.76666667,2.96,88.31,0.63,59.11,6.01,77.15,Potato,37.225,8.26111111111111,-32767,0.0,180.0
black,5.8,483.0,23.0,0.250293402,1.0,17.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,38.66666666666666,9.258333333333333,2651,89.98855118930092,52.30575953331083
brown,5.8,357.0,8.0,0.250293402,1.5,15.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,39.33333333333333,8.094444444444443,2202,89.99714540372047,150.44631636769256
brown,5.6,242.07,2.44,0.2289,1.17,18.02,8.566666667,9.663333333,12.73666667,11.78,25.88333333,30.05666667,23.65,22.84666667,6.626666667,10.35,11.17333333,9.1,1.343333333,5.66,19.92,7.42,14.25,0.8,59.11,6.06,78.58,Potato,38.54166666666666,8.33611111111111,2004,89.98735829966701,-96.84277341263096
red,5.8,181.0,1.0,0.250293402,1.3,7.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,37.69166666666666,8.633333333333333,-32767,0.0,180.0
gray,5.8,132.6,5.49,0.250293402,1.52,12.7,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,37.69166666666666,9.919444444444444,1307,89.99806633379116,143.89585696966333
red,5.72,430.51,10.95,0.2289,1.78,12.0,8.566666667,9.663333333,12.73666667,11.78,25.88333333,30.05666667,23.65,22.84666667,6.626666667,10.35,11.17333333,9.1,1.343333333,5.66,19.92,7.42,14.25,0.8,59.11,6.06,78.58,Potato,37.07222222222222,8.7,-32767,0.0,180.0
brown,6.37,147.0,7.0,0.111842553,1.5,6.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,37.39722222222222,8.413888888888888,-32767,0.0,180.0
brown,5.1,252.71,13.87,0.3044,1.49,5.17,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,38.66388888888888,9.258333333333333,2648,89.97858816094718,70.3461759419467
brown,6.25,680.5,9.31,0.2289,3.14,15.89,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,37.766666666666666,9.416666666666666,1446,89.99682261529577,-153.94650468950906
brown,5.45,500.0,25.0,0.2289,3.2,10.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,39.94722222222222,8.877777777777776,955,89.85764778422188,-116.565051177078
brown,5.2,220.0,3.0,0.3723,1.1,8.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,39.59722222222222,9.97222222222222,2432,89.99549931847478,146.5346206536447
black,5.1,89.0,8.0,0.3044,0.6,12.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,37.9,9.630555555555556,2006,89.99770165878876,75.36172146162632
brown,5.1,346.0,25.0,0.3044,1.7,14.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,37.88055555555555,9.402777777777777,1814,89.99776264888544,-114.94390526342458
red,5.45,165.0,4.0,0.2289,2.0,12.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,38.41388888888888,8.280555555555555,2519,89.99825580351005,33.602991940262655
black,4.5,224.0,15.0,0.6956,1.7,22.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Potato,38.519444444444446,8.424999999999999,2632,89.99283383864837,-58.81502534126161
brown,5.49,144.0,39.0,0.195910715,1.2,12.0,7.586666667,8.136666667,11.43,10.15,26.32666667,28.97,24.37666667,22.67333333,7.513333333,11.38333333,11.81,10.08666667,0.91,2.266666667,11.76666667,2.96,88.31,0.63,59.11,6.01,77.15,Potato,37.202777777777776,9.452777777777776,2224,0.0,180.0
